what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.liferay.ide.eclipse.server.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.ui",1361859995254
stopped,bundle,com.liferay.ide.eclipse.theme.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.theme.core",1361859995255
stopped,bundle,com.liferay.ide.eclipse.project.core,1.5.0.v201103310212,"com.liferay.ide.eclipse.project.core",1361859995255
stopped,bundle,com.liferay.ide.eclipse.sdk,1.2.3.v201103310212,"com.liferay.ide.eclipse.sdk",1361859995256
stopped,bundle,com.liferay.ide.eclipse.server.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.core",1361859995278
stopped,bundle,com.liferay.ide.eclipse.ui.snippets,1.2.3.v201103310212,"com.liferay.ide.eclipse.ui.snippets",1361859995279
stopped,bundle,com.liferay.ide.eclipse.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.ui",1361859995279
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.hsqldb.ui",1361859995280
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1361859995281
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1361859995282
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1361859995283
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1361859995284
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1361859995285
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.1.v20110729-2006-H171-Final,"org.jboss.tools.hibernate.jpt.ui",1361859995286
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1361859995288
stopped,bundle,org.jboss.tools.seam.ui,3.2.1.v20110730-1321-H261-Final,"org.jboss.tools.seam.ui",1361859995288
stopped,bundle,org.teiid.designer.dqp.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.dqp.ui",1361859995289
stopped,bundle,org.teiid.designer.jdbc.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.jdbc.ui",1361859995290
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201004070709,"org.eclipse.datatools.connectivity.db.generic.ui",1361859995291
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui",1361859995292
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201007080903,"org.eclipse.datatools.connectivity.apache.derby.ui",1361859995293
