what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.m2e.core,1.0.0.201106061504,"org.eclipse.m2e.core",1361861328007
stopped,bundle,org.jboss.tools.gwt.ui,1.0.0.v20110729-1921-H119-Final,"org.jboss.tools.gwt.ui",1361861328008
stopped,bundle,org.jboss.tools.gwt.core,1.0.0.v20110729-1921-H119-Final,"org.jboss.tools.gwt.core",1361861328010
stopped,bundle,com.google.gwt.eclipse.core,1.4.2.v201012211742,"com.google.gwt.eclipse.core",1361861328011
stopped,bundle,com.google.gdt.eclipse.core,1.4.2.v201012211742,"com.google.gdt.eclipse.core",1361861328012
stopped,bundle,com.google.gdt.eclipse.platform,1.4.2.v201012211742,"com.google.gdt.eclipse.platform",1361861328012
stopped,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1361861328013
stopped,bundle,org.eclipse.birt.report.debug.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.debug.ui",1361861328014
stopped,bundle,org.eclipse.birt.report.designer.ui.preview.web,2.6.2.r262_v20110127,"org.eclipse.birt.report.designer.ui.preview.web",1361861328014
stopped,bundle,org.eclipse.birt.report.viewer,2.6.2.r262_v20110214,"org.eclipse.birt.report.viewer",1361861328015
stopped,bundle,com.liferay.ide.eclipse.doc,1.2.3.v201103310212,"com.liferay.ide.eclipse.doc",1361861328016
stopped,bundle,com.liferay.ide.eclipse.portlet.jsf.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.jsf.ui",1361861328016
stopped,bundle,com.liferay.ide.eclipse.portlet.vaadin.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.vaadin.ui",1361861328018
stopped,bundle,com.liferay.ide.eclipse.portlet.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.ui",1361861328018
stopped,bundle,com.liferay.ide.eclipse.server.tomcat.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.tomcat.ui",1361861328019
stopped,bundle,com.liferay.ide.eclipse.project.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.project.ui",1361861328020
stopped,bundle,com.liferay.ide.eclipse.portlet.jsf.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.jsf.core",1361861328020
stopped,bundle,com.liferay.ide.eclipse.portlet.vaadin.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.vaadin.core",1361861328021
stopped,bundle,com.liferay.ide.eclipse.portlet.core,1.5.0.v201103310212,"com.liferay.ide.eclipse.portlet.core",1361861328021
stopped,bundle,com.liferay.ide.eclipse.layouttpl.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.layouttpl.ui",1361861328022
stopped,bundle,com.liferay.ide.eclipse.layouttpl.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.layouttpl.core",1361861328022
stopped,bundle,com.liferay.ide.eclipse.server.tomcat.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.tomcat.core",1361861328023
stopped,bundle,com.liferay.ide.eclipse.server.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.ui",1361861328023
stopped,bundle,com.liferay.ide.eclipse.theme.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.theme.core",1361861328023
stopped,bundle,com.liferay.ide.eclipse.project.core,1.5.0.v201103310212,"com.liferay.ide.eclipse.project.core",1361861328024
stopped,bundle,com.liferay.ide.eclipse.sdk,1.2.3.v201103310212,"com.liferay.ide.eclipse.sdk",1361861328026
stopped,bundle,com.liferay.ide.eclipse.server.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.core",1361861328026
stopped,bundle,com.liferay.ide.eclipse.ui.snippets,1.2.3.v201103310212,"com.liferay.ide.eclipse.ui.snippets",1361861328027
stopped,bundle,com.liferay.ide.eclipse.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.ui",1361861328027
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.hsqldb.ui",1361861328027
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1361861328028
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1361861328029
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1361861328029
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1361861328030
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1361861328031
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.1.v20110729-2006-H171-Final,"org.jboss.tools.hibernate.jpt.ui",1361861328032
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1361861328034
stopped,bundle,org.jboss.tools.seam.ui,3.2.1.v20110730-1321-H261-Final,"org.jboss.tools.seam.ui",1361861328034
stopped,bundle,org.teiid.designer.dqp.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.dqp.ui",1361861328035
stopped,bundle,org.teiid.designer.jdbc.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.jdbc.ui",1361861328035
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201004070709,"org.eclipse.datatools.connectivity.db.generic.ui",1361861328036
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb.ui",1361861328037
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201007080903,"org.eclipse.datatools.connectivity.apache.derby.ui",1361861328037
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1361861328039
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111150,"org.eclipse.datatools.enablement.sybase.asa.ui",1361861328040
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1361861328041
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1361861328042
