what,kind,bundleId,bundleVersion,description,time
started,bundle,org.teiid.designer.metamodels.uml2,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.metamodels.uml2",1361859919528
started,bundle,org.teiid.designer.core,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.core",1361859919546
started,bundle,org.teiid.designer.udf,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.udf",1361859919580
started,bundle,org.teiid.designer.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.ui",1361859919732
started,bundle,org.teiid.designer.diagram.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.diagram.ui",1361859919745
started,bundle,org.teiid.designer.mapping.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.mapping.ui",1361859919754
started,bundle,org.teiid.designer.relationship.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.relationship.ui",1361859919759
started,bundle,org.teiid.designer.transformation,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.transformation",1361859919783
started,bundle,org.teiid.designer.transformation.ui,7.4.1.v20110801-0937-H589-Final,"org.teiid.designer.transformation.ui",1361859919787
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1361859919997
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1361859920507
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1361859992934
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1361859993392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1361859994335
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1361859994445
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1361859994854
started,bundle,org.eclipse.wst.sse.ui,1.2.4.v201103231819,"org.eclipse.wst.sse.ui",1361859994857
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.201106061504,"org.eclipse.m2e.discovery",1361859995080
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.201106061504,"org.eclipse.m2e.refactoring",1361859995081
stopped,bundle,org.eclipse.m2e.editor,1.0.0.201106061504,"org.eclipse.m2e.editor",1361859995082
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.201106061504,"org.eclipse.m2e.editor.xml",1361859995084
stopped,bundle,org.jboss.tools.maven.cdi,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.cdi",1361859995084
stopped,bundle,org.jboss.tools.maven.hibernate,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.hibernate",1361859995084
stopped,bundle,org.jboss.tools.maven.seam,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.seam",1361859995084
stopped,bundle,org.jboss.tools.maven.jsf,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.jsf",1361859995084
stopped,bundle,org.jboss.tools.maven.portlet,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.portlet",1361859995085
stopped,bundle,org.jboss.tools.maven.project.examples,1.0.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.project.examples",1361859995085
stopped,bundle,org.jboss.tools.maven.ui,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.ui",1361859995085
stopped,bundle,org.jboss.tools.maven.core,1.2.0.v20110730-1431-H209-Final,"org.jboss.tools.maven.core",1361859995086
stopped,bundle,org.maven.ide.eclipse.wtp,0.13.1.20110728-1800,"org.maven.ide.eclipse.wtp",1361859995086
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.201106061504,"org.eclipse.m2e.jdt",1361859995087
stopped,bundle,org.eclipse.m2e.launching,1.0.0.201106061504,"org.eclipse.m2e.launching",1361859995089
stopped,bundle,org.eclipse.m2e.core.ui,1.0.0.201106061504,"org.eclipse.m2e.core.ui",1361859995103
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.201106061504,"org.eclipse.m2e.usagedata",1361859995103
stopped,bundle,org.eclipse.m2e.core,1.0.0.201106061504,"org.eclipse.m2e.core",1361859995103
stopped,bundle,org.jboss.tools.gwt.ui,1.0.0.v20110729-1921-H119-Final,"org.jboss.tools.gwt.ui",1361859995104
stopped,bundle,org.jboss.tools.gwt.core,1.0.0.v20110729-1921-H119-Final,"org.jboss.tools.gwt.core",1361859995104
stopped,bundle,com.google.gwt.eclipse.core,1.4.2.v201012211742,"com.google.gwt.eclipse.core",1361859995106
stopped,bundle,com.google.gdt.eclipse.core,1.4.2.v201012211742,"com.google.gdt.eclipse.core",1361859995107
stopped,bundle,com.google.gdt.eclipse.platform,1.4.2.v201012211742,"com.google.gdt.eclipse.platform",1361859995107
stopped,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1361859995108
stopped,bundle,org.eclipse.birt.report.debug.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.debug.ui",1361859995148
stopped,bundle,org.eclipse.birt.report.designer.ui.preview.web,2.6.2.r262_v20110127,"org.eclipse.birt.report.designer.ui.preview.web",1361859995148
stopped,bundle,org.eclipse.birt.report.viewer,2.6.2.r262_v20110214,"org.eclipse.birt.report.viewer",1361859995150
stopped,bundle,com.liferay.ide.eclipse.doc,1.2.3.v201103310212,"com.liferay.ide.eclipse.doc",1361859995246
stopped,bundle,com.liferay.ide.eclipse.portlet.jsf.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.jsf.ui",1361859995246
stopped,bundle,com.liferay.ide.eclipse.portlet.vaadin.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.vaadin.ui",1361859995247
stopped,bundle,com.liferay.ide.eclipse.portlet.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.ui",1361859995248
stopped,bundle,com.liferay.ide.eclipse.server.tomcat.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.tomcat.ui",1361859995249
stopped,bundle,com.liferay.ide.eclipse.project.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.project.ui",1361859995249
stopped,bundle,com.liferay.ide.eclipse.portlet.jsf.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.jsf.core",1361859995250
stopped,bundle,com.liferay.ide.eclipse.portlet.vaadin.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.portlet.vaadin.core",1361859995251
stopped,bundle,com.liferay.ide.eclipse.portlet.core,1.5.0.v201103310212,"com.liferay.ide.eclipse.portlet.core",1361859995251
stopped,bundle,com.liferay.ide.eclipse.layouttpl.ui,1.2.3.v201103310212,"com.liferay.ide.eclipse.layouttpl.ui",1361859995252
stopped,bundle,com.liferay.ide.eclipse.layouttpl.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.layouttpl.core",1361859995253
stopped,bundle,com.liferay.ide.eclipse.server.tomcat.core,1.2.3.v201103310212,"com.liferay.ide.eclipse.server.tomcat.core",1361859995253
